,track_id,text,explicit,script_tracking_url
10,2113579,"Well you got the perfect disguise and you're looking okay
From the bottom of the best to the worst, well what can I say
'Cause you cocked your head to shoot me down
And I don't give a damn about you or this town no more

No, but I know the score
...

******* This Lyrics is NOT for Commercial use *******
(1409624530551)",1,https://tracking.musixmatch.com/t1.0/m_js/e_1/sn_0/l_7165045/su_0/rs_0/tr_3vUCAK_UPNSYOhvO620zv90ITM9U12DKvKbWV0zn3JdanJKUTiiOnYSe7euz_fS91WRsylhltzaXfrWV2d_hMDiNETH9ZRbcIhZgL_c5CtWiRRXkeH-v1EMvMZyOCy7sHNYcXLEqCYFV20NuHFBUcC4ebzJ2PM61adWazjMUSN3-hXN1okhX_1dsYemoY_L2r49H_qH5FxkVYMT37Mw6BZMqnkJ_3t45SKNQzAfvRz42oE-NfRMBXiI0GPDULDwedy9EwIxNkCyFTFSq9hb9TQ_MKyBr8VX8K_A5Zz_TVdEXKMHlpW_RNVNbQj5xlJBvc1DhCrmiqqarcjYOyu2_HfpZtTEYuoB3xfVA_SDVBECSxLMuM9EAa0etqnGFTDk983MWxJ6Yyy4-CmKUAc-YW2PIUUChl0EG7Vf5G7paty_x0IN-T5dlOvCHXtFObKyOACJSzjHWk2US7AT5C3B-QCO77UtJFANx-3h5aw/
11,32226546,"One, two, three, four
That'll be the day that I die
That'll be the day when you make me cry
You say you're gonna leave me, you know it's a lie

Well, you give me all your lovin,' and all your turtle dovin'
All your hugs and kisses and your money too
Oh, you know you love me, baby, still you tell me, maybe
That some day, well, I'll be through

That'll be the day when you say goodbye, yeah
That'll be the day when you make me cry
...

******* This Lyrics is NOT for Commercial use *******
(1409624530551)",0,https://tracking.musixmatch.com/t1.0/m_js/e_1/sn_0/l_34523011/su_0/rs_0/tr_3vUCAO_hOUTZDD97mMtuLuihbyyS4EzZc08MCUkC32TsOF9tupBeJIT_exPAxzl3XYhZdEwtG7uXQkTcr2bCs-Ejt4FplKuxOyrzn6Z1y6YxBR08vd6zAYMeJUUu4U4Lp_4dRePHkhzZN7mChtBmQudXgJXVo4pHFIbQkfiBtmgtq1D4szsoxYpYpPE1aNfJRxartXmowujpYpaW0ENBTSoeJL6YPReqbdrvkw5D2ffXQQ50JBKZKRloOjitYsm3IylJUb7nHaSUNqcQH1yywvU4jWJGAiIi1oQ6P4PhnOT7nLzd0y6OD_ei2YkMa4Bt_2cuJTUsDco2y3HSarMuBowHtB0XN0ow4HW_GBeFwBd8XifAd2yGLWEpTJEJAvmPVMB5d0DBxERh2GwevaTAf6XeCO8wZBupucEh__urUnF9gMpoUY4Kt-iZQUhCAk4pDWKq89ImxK4g/
12,84747864,"So you spilled every last penny into the car
And it still won't take you where you want to go
So you spilled every last penny into the car
And it still won't take you very far at all

...

******* This Lyrics is NOT for Commercial use *******
(1409624530551)",0,https://tracking.musixmatch.com/t1.0/m_js/e_1/sn_0/l_5993095/su_0/rs_0/tr_3vUCADEc4e2PjUXQAcnwj2DEjIopQmUFDR4e1-HBNiHJSqPXazT0hvuYn4YnrchPX8M_D8YtV81k8ZRIVUpc-EqN9r4yLiIE384Y3BpF7OIdAnmYOzmK9IDa7ropyT28Qr4vae4lSmXxeTHV4ILEwkIQibyjqEpW0AopixblmuiBijLIFrDaKs5Nh2xXVSDHo8vuxS7qsOH5indyd6GFJBTLB7Wd8K5GJLTqVs6xG62-dl6SPJjsAf9pDy7m8zwvSz-RLnybGrzkvlU_FQf3KhvN-l10hkQYo1kwdM0wiNx5VAQJS_3F4wSUOOGfJ6asSIULQMUZwutSZGZSD3nfZ7pZ3C9PVb1b9LHu49QRYn4AWvWCZEnqTUC269P1dUlyvQmPXXBnZn8dFhkuvqVisoceJFm-b5dCdDxAAo-XMSFdxCTEs0kmXRudFoJcbXRx5P8l77Z3pg/
13,15089146,"Capistrano swallow, answer to your inner voice
and please return,
God installed that radar in your pointy little beak
so you'd return.

Epileptic surgeons with their eyes x'ed out
attend to the torn up kid.
salivate and reckon with all the sick things
that you did.

...

******* This Lyrics is NOT for Commercial use *******
(1409624530551)",0,https://tracking.musixmatch.com/t1.0/m_js/e_1/sn_0/l_9225235/su_0/rs_0/tr_3vUCAJXDQ4joW4qDCLmucpfubMZpfRWq5KLOX1h3rPdPV9PG3o3M-qBlHwVNVGOP-3GYjHJLLrLZlIHwz6fBud_RugOaC64fkespFG76dasZaSUR91v8O65PjlRZ_VkelayQuItqWI4f5KR9DnFhClOcCOUdadsaRFSiPEDdb--DVwU4VxnBXZKTjr4aSSOoaaVivujH_DoMvckltOEdl8s0vIz3PU3K4ye-ZatVAkP7xGogqWANfn-7Q7jnWpLBy9eXjAXL-hUsqIxRBmDw4iVz4MQnNVUOixLqk0N8oliE9IfSUoOz8Sz5ddO0P6LcBg0vuoXEY9cvdeelnKXRK-6NAj0FEdiRauytR2cTpe2Ydb-1qKcb8L_wXyKsl3Vx9AFulBUpJ0T3mcZxx-FnLpvZseFGp8hQA7HgedqyQ8-RMrYgePOJQA8Q-I3BA-L046LX4XcafiM/
14,17819242,"We'll let's start now making it clear
Who is the enemy, here
And we'll show them that it's not them
Who is superior

So let's start now making it clear
Who is the enemy, here
And we'll show them that it's not them
Who is superior
...

******* This Lyrics is NOT for Commercial use *******
(1409624530551)",0,https://tracking.musixmatch.com/t1.0/m_js/e_1/sn_0/l_7062452/su_0/rs_0/tr_3vUCADbV9jtWpsgkusn_tvM2P7qdnqUQ0DQDiROz1xTCSVzBsiSqoTkqI5_Ly1TN54bxcnmY4NJu_-pFd7M6XJV2FkcR6elPXlvexqG9zZ8hoq9mjTa5LKwWzVoRgHHujej2gNyViU_7uzx8g9CJeWVvLobEaGw5POuaXoRPsJ7F0w6i7RxAHWFfMCL9LJ6Dhtn73sYoj6TJ-BPF7LPlyMMVLVSX2_DeKUitgVcrci7g3tUxakzzA0TOJUOhxDfhXkHbBBEMYZN7oQ1JuXp5kkZjTh8ttqRX3bukopQ3OZtnK6pROQmoPyySVgrnb9dKaYK4qvZtUEOdPklZUvR6JiidYOmP13rHNZOouPI2fMnJp7IOW46MD56DlbxLRc8iuaiZTp5lOMYuIVivxQgL8WZw-4l3o2BWK4EOlTXbe32rCTD3yrGokgCkdjZSdsL4t10sZP_FY2L7WkyPUuY6xBf3fAmgnryS6eRhxhW78w/
15,94825081,"The truth is unspoken, a promise is broken
I'm under surveillance, they know what my name is
I need some protection, some love and affection
There's 1000 reasons but one is the number

Welcome to my spaceship
It's beautiful forever
Well, she's right here where you left her
And the heart's a lonely hunter

Save bottles of water and flour and sugar
Turn off the AC and hang up the bed sheets
Cover the windows, careful when the light goes
Yank out the cable and blow out the candles
...

******* This Lyrics is NOT for Commercial use *******
(1409624530551)",0,https://tracking.musixmatch.com/t1.0/m_js/e_1/sn_0/l_7183225/su_0/rs_0/tr_3vUCAELSYQOzyYr6N3gKViVIXhpnsab23nNXHlvldZSgsj2m99jQhSfRik1CN896tzx4HabpOWt-N0pf6-shBkxzrnr-jzUTFk5eH2wqtzuVNSckPDc9_rP7oS36yJkYXisE2lOXDlXyPFv9UNRAV7qbNNO8I693Lxjn9B3Y0IP6I-Sx_JbqpNZ6TmjEV7VODfB4JLsoqI7VeGl_SKRxyEzkdXgRXiWrGrYdE8c7M6s41QbVZ1LIUgnYv2scRTGHtPIqum7k6uzI7tzQ5UQ2UZW2SD7AZBkgOogPruBjHm_a-ZES4_kSSYbFXNSiKlXZu2ZhlcyyCxDCLJjQJ0TqwqvGUqWZ5UZG78z08oSH1b2JkRmN92FsjfCdTfVenJVx1kENQ70cOoiYRmdn2lEvDBgtm5zapU9uj_wDxCWeeMjlRIVqsr6F0YEKy-wC7GrAzXJWxc7QrXhvRCz4doEwTW_nWEF1FlSLh6fbjHq59-_7M60/
16,4391000,"The Heart's Lonley Hunter Lyrics

The Truth is unspoken, a promise is broken
I'm under surveillance, they know what my name is
I need some protection, some love and affection
There's 1000 reasons, but one is the number

Welcome to my spaceship
It's beautiful forever
She's right here where you left her
And the heart's lonely hunter

Save bottles of water and flour and sugar
Turn off the AC and hang up the bed sheets
Cover up windows, careful where the light goes
Yank out the cable and blow out the candle

...

******* This Lyrics is NOT for Commercial use *******
(1409624530551)",0,https://tracking.musixmatch.com/t1.0/m_js/e_1/sn_0/l_6541388/su_0/rs_0/tr_3vUCAOZzpfDfLs98n4LJCUMzVoeOPegVPz-hTyB-f39zKj--cSahnPxAMVsZSVSlBcAJq9JsmMOCsbikPZa5TcEoqGJoDeH_BgmEbDWRwvHT5Gx7MVt7Wvs3hsLp-YhuZODa3jCry4jFINdKu2fpIPlxPMt8N0UnCTJxR4ClwN5X_Ug8Sz9Dv2wb83PjVRearfBTz8UFofI5ACqGTN5EbtUjCkiMp3pjzHePpIHzRr9JAGA0RYuwyk0_4wN_Vt0ggMzbMn3j-0IrEEQH_e1JSVl_BEbRDjdc63UBMdnnAEIFau1ROvzz_GV6TjmltgfXL6FYcXOs0SCe-03ndFVWu4Gsv_O-MWF1mwG1uDDUEJS9CmwG96zXoJvIJbWFxiuSnKrScl3ubcgcJHpxB8ZuF8kOVFn9QnmX4TTnM7hX8O08hwU_U-ggjaNO9FDdoX0gVL5Jz2kcLMRtwCv9-D5o0kbNBwfYToieuH8yWavqrgiJAA/
17,7578591,"People live in misery
Govemment a work
But govemment them is a monckery
Respect to the youths
Whether in front and all dem a back a me
Why don't you treat them the way you should

And I know all the things you hide
Even though it's a good disguise
And I see all the things you do
But what you do will comeback on you
You think we can't fight what the eyes can't see
Because we are blinded by poverty

People live in misery
Govemment a work
But govemment them is a monckery
Respect to the youths
Whether in front and all dem a back a me
Why don't you treat them the way you should

People live in misery
...

******* This Lyrics is NOT for Commercial use *******
(1409624530551)",1,https://tracking.musixmatch.com/t1.0/m_js/e_1/sn_0/l_8056433/su_0/rs_0/tr_3vUCAIWVc6sgOtBCoCdVx740K26xEFDGz-fzv6oPMuMMlC3M8mlmsQrVrO4Zcz7wJ5m5ZbqnXKIh6fuZWF7uv5j-P9fVrNMizIhmX_N-beQrqZOEjT4egpwfaxVxj8Rc_F8em6l9tcuiGWbF_U8yvmwZQBK2ZgMVBs0Gh68keGzaMSDLW1-pK4kTSpuq_9BkDPuaOV4PotVcMDKn2V4VrwSV96qQnwuWtsRvIUtEa0Q39VXpdhcgGZ_SzSl_EXAg0MI0-kys028r-3odiJPNONunk3uSA9VC2f8W3-OjiD7KP__uu56bDEwIyOZps3nFq1S_48JEhdqoZTgOZIR6Vbb8JZWGRFuV_UIvluhoxxy5CLliCn086INc0girtCa5jTIQADB1K4IVV9nhTRmsXxr_0Mi9s3WFGvy5oWWA2UNCL1VeREjZgS85VNoyXHQP3tnEU-bx2mK4G99GZg/
18,7953467,"I keep on fear, keep on loathing
Nothing brings it on I keep on falling
Decide what it is, I cannot find
It's subsides, what you make it
Never feel like you're gonna break it
It's gonna be alright, alright

Sleep until the morning comes
The sun will warm your soul
Sleep until the morning comes for you, okay yeah
'Til the morning it's alright
...

******* This Lyrics is NOT for Commercial use *******
(1409624530551)",0,https://tracking.musixmatch.com/t1.0/m_js/e_1/sn_0/l_7481342/su_0/rs_0/tr_3vUCAPow3PATunaHTXlo1g3u9UndnDEZTumUaUwumCez7p7Nm5fAFa4LHLb15s__L6dLhejDQfio0GQ9Dm_TgFKG43SCo4_TOrYwLM3n1eX090S8WTyrHpwYyophWVvQ5zgsYI8Q5DWj1iVDDrFUo0YR6n4Y2vLoV9zsZlMQockw-xLOuEBeX_DbAaFGJT5UUwKd3NPZM-OP90qZAVMw5TYAG3lCCdMJzl0AHUTWB5ovz-bZO-fPvhA3EIfm7JbJ6B6BsYvnbqWaE0CEPX6uVMkwDf1G4K27Dxl5Hh-MLSP_V1iNLH1uc-FgLN4LzRA5Gx3keXRpr1uCgPujZdy8Hjc80Yx4rPnOZ2M88IrEQE13_Q5DWvI0RNX83nVfoo2ITn1ZUOd9szygftkXfAZm15ZswCn42gYM4sSbIYcAmU92k_4JBGdf0yQxAqZgfF5wvw0obOeinrU4f1me8Yx8BHQXijihMA/
19,116534616,,0,
20,215076354,"Sesaat Kau Datang...
Sesaat Kau Hilang...
Kemunculan dirimu...
Penuh misteri...

Kau Mendekat...
Kau Menjauh...
Kau tinggalkan diriku...
Sesudahnya kau membuang
Mencampakkan aku...

(Alif)

Its not that i dont love you
I just dont want to hurt you
I cant let go of all the good times we share together

(Syarif)
I hate to be cold but i got to let you go

Sungguh kejamnya dirimu...
Mengkhianati cinta yang ku semat di jiwa
Kau hancurkan segala harapan...
Kau remukkan cinta yang telah kita bina...
Ha... Ha... Ha... Ha... Ha... Ha...
...

******* This Lyrics is NOT for Commercial use *******
(1409624530551)",0,https://tracking.musixmatch.com/t1.0/m_js/e_1/sn_0/l_11420088/su_0/rs_0/tr_3vUCAHVYTG1f9yyyiKnYdZEaQBb9hBuRC3KLV-hjEjnAkyLQKhFP1XyYaO_GbUHiFuuukff02HHExDwSuVgJpv0hRg2HtUrB-iuRSSxvvNg-r3M1YCmxOXjE10DMX_ltGe33RR2U8JH8gdITEMgimLZIUrr3H-7HKnM1-YOosNafzRDGX4tCHcnIsUWjWwmi-pFaUtiHqr2wr7-O5v6lz-ejRgLpInfQZt_nH7vkwxrHdNZx_38GdwbL4NgUqQ2mGMloJz_2DdGnHRkEUpwi4V0e2e0hCgtPWr8WZxKpGRr1R4YUEaKjbMkdxdKBU1e4DhzExn2HYH4gXQwgj_mlIpf36Lm6Viu5g2FFeMo022jHRMyg_IOSl1qkDAF9rpL6Dlqw-Ji6kQGijlHQLgrqKY2RNGKocqgI8AvBiOL1bGXY6PeQR1bR6xiKKveuJbhAbN0iGDCGbA/
21,96336000,,0,
22,89155388,,0,
